Age;Sex;Ethnicity;Country_of_birth;Country_of_residence;Nationality;Language;Student_status;Employment_status
32;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
26;Female;White;Germany;Germany;Germany;German;Yes;Part-Time
21;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
43;Male;White;Germany;Germany;Germany;German;No;Full-Time
26;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
24;Male;White;Azerbaijan;Germany;Azerbaijan;Turkish;No;Due to start a new job within the next month
32;Male;Other;Turkey;Germany;Turkey;Turkish;No;Full-Time
25;Male;White;Germany;Germany;Germany;German;Yes;Part-Time
25;Female;White;Turkey;Germany;Turkey;Turkish;Yes;Full-Time
27;Male;Mixed;Turkey;Germany;Turkey;Turkish;Yes;Full-Time
24;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
22;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
45;Male;White;Turkey;Germany;Turkey;Turkish;No;Full-Time
23;Female;White;Germany;Germany;Germany;German;Yes;Part-Time
29;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
37;Male;Black;Ghana;Germany;Ghana;English;Yes;Full-Time
46;Male;White;Turkey;Germany;Turkey;Turkish;No;Unemployed (and job seeking)
20;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
44;Male;White;Turkey;Germany;Turkey;Turkish;No;Full-Time
19;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
27;Male;White;Germany;Germany;Germany;German;No;Full-Time
27;Female;White;Germany;Germany;Germany;German;Yes;Part-Time
36;Male;White;Germany;Germany;Germany;German;No;Full-Time
34;Female;White;Turkey;Germany;Turkey;Turkish;No;Full-Time
41;Female;White;Turkey;Germany;Turkey;Turkish;No;Full-Time
28;Female;White;Russian Federation;Germany;Russian Federation;German;Yes;Full-Time
32;Female;Mixed;Costa Rica;Germany;Costa Rica;Spanish;No;Full-Time
27;Female;Mixed;Germany;Germany;Germany;German;No;Full-Time
25;Female;White;Bulgaria;Germany;Bulgaria;Bulgarian;Yes;Part-Time
21;Female;White;Germany;Germany;Germany;German;Yes;Other
25;Male;White;Germany;Germany;Germany;German;Yes;Part-Time
44;Female;White;Kazakhstan;Germany;Germany;Russian;Yes;Full-Time
18;Female;White;Germany;Germany;Germany;German;Yes;Unemployed (and job seeking)
33;Male;White;Germany;Germany;Germany;German;No;Full-Time
28;Male;Other;Pakistan;Germany;Pakistan;Urdu;Yes;Full-Time
33;Male;White;Germany;Germany;Germany;German;No;Full-Time
42;Male;Mixed;Turkey;Germany;Turkey;Turkish;No;Full-Time
23;Female;White;Germany;Germany;Germany;German;Yes;Unemployed (and job seeking)
29;Female;White;Syrian Arab Republic;Germany;Syrian Arab Republic;Arabic;No;Part-Time
27;Male;Black;Nigeria;Germany;Nigeria;English;Yes;Full-Time
22;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
18;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
24;Female;White;Turkey;Germany;Turkey;Turkish;Yes;Unemployed (and job seeking)
34;Male;White;Kazakhstan;Germany;Germany;German;No;Full-Time
22;Female;White;Germany;Germany;Germany;German;Yes;Part-Time
28;Male;Mixed;Germany;Germany;Germany;German;Yes;Part-Time
27;Male;White;Germany;Germany;Germany;German;No;Full-Time
24;Male;White;Lithuania;Germany;Lithuania;Lithuanian;Yes;Full-Time
27;Male;White;Albania;Germany;Albania;Turkish;No;Full-Time
29;Female;White;Turkey;Germany;Turkey;Turkish;No;Part-Time
23;Male;White;Romania;Germany;Romania;Romanian;Yes;Unemployed (and job seeking)
26;Male;Asian;Germany;Germany;Vietnam;German;No;Full-Time
19;Female;White;Germany;Germany;Germany;German;No;Part-Time
36;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
25;Female;White;Germany;Germany;Germany;Czech;Yes;Part-Time
26;Female;White;Brazil;Germany;Germany;Portuguese;Yes;Full-Time
28;Female;White;Turkey;Germany;Turkey;Turkish;No;Full-Time
24;Male;White;Germany;Germany;Germany;German;No;Full-Time
23;Female;White;Germany;Germany;Germany;German;Yes;Part-Time
20;Female;Black;Ghana;Germany;Ghana;English;Yes;Other
27;Female;Other;Turkey;Germany;Turkey;Turkish;Yes;Part-Time
27;Male;White;Germany;Germany;Germany;Arabic;Yes;Part-Time
50;Male;White;Germany;Germany;Germany;German;No;Full-Time
40;Male;White;Turkey;Germany;Turkey;Turkish;No;Part-Time
40;Male;White;Germany;Germany;Germany;German;No;Full-Time
29;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
22;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
19;Male;White;Germany;Germany;Germany;German;No;Full-Time
27;Male;Other;Morocco;Germany;Morocco;French;No;Full-Time
26;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
20;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
29;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
39;Male;White;Portugal;Germany;Portugal;Portuguese;No;Part-Time
18;Male;White;Germany;Germany;Germany;German;Yes;Part-Time
19;Prefer not to say;White;Romania;Germany;Romania;Romanian;Yes;Unemployed (and job seeking)
27;Male;White;Germany;Germany;Germany;German;No;Full-Time
26;Male;White;Turkey;Germany;Turkey;Turkish;Yes;Part-Time
24;Male;Asian;India;Germany;Germany;Punjabi;Yes;Part-Time
25;Female;White;Iran;Germany;Iran;Farsi;Yes;Part-Time
31;Male;White;Germany;Germany;Germany;German;No;Full-Time
22;Male;White;Germany;Germany;Germany;German;No;Full-Time
40;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
23;Female;White;Germany;Germany;Germany;German;Yes;Unemployed (and job seeking)
24;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
32;Male;Other;Syrian Arab Republic;Germany;Germany;Arabic;Yes;Part-Time
20;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
22;Female;White;Italy;Germany;Italy;Italian;No;Unemployed (and job seeking)
28;Male;White;Germany;Germany;Germany;German;Yes;Part-Time
31;Male;White;Germany;Germany;Germany;German;No;Part-Time
35;Female;White;Germany;Germany;Germany;German;No;Part-Time
33;Female;White;Germany;Germany;Germany;German;No;Full-Time
20;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
33;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
21;Male;Mixed;Turkey;Germany;Turkey;Turkish;Yes;Unemployed (and job seeking)
31;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
18;Male;White;Germany;Germany;Germany;German;Yes;Part-Time
26;Male;Asian;Germany;Germany;Turkey;Turkish;No;Full-Time
24;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
21;Male;White;Germany;Germany;Germany;German;No;Full-Time
53;Female;White;Germany;Germany;Germany;German;No;Full-Time
28;Female;Asian;United States;Germany;United States;English;No;Full-Time
23;Female;White;Germany;Germany;Germany;German;Yes;Part-Time
26;Male;White;Germany;Germany;Germany;German;Yes;Other
23;Female;Other;Iraq;Germany;Iraq;Arabic;No;Full-Time
18;Male;White;Germany;Germany;Germany;German;No;Part-Time
63;Male;White;United Kingdom;Germany;United Kingdom;English;No;Full-Time
29;Male;White;Bulgaria;Germany;Bulgaria;Bulgarian;No;Full-Time
26;Male;White;Greece;Germany;Greece;Greek;Yes;Unemployed (and job seeking)
25;Male;White;Germany;Germany;Germany;German;No;Part-Time
26;Female;Other;Bangladesh;Germany;Bangladesh;English;Yes;Full-Time
25;Female;Other;Germany;Germany;Germany;Arabic;Yes;Full-Time
32;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
20;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
24;Male;White;Germany;Germany;Germany;German;No;Full-Time
22;Female;Other;Turkey;Germany;Turkey;Turkish;Yes;Unemployed (and job seeking)
32;Male;White;Turkey;Germany;Turkey;Turkish;No;Full-Time
37;Male;White;Germany;Germany;Germany;German;No;Part-Time
44;Female;Mixed;Colombia;Germany;Colombia;Spanish;No;Part-Time
27;Male;White;Germany;Germany;Germany;German;No;Full-Time
23;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
25;Female;White;Germany;Germany;Germany;German;Yes;Other
25;Male;White;Germany;Germany;Germany;German;Yes;Part-Time
28;Male;White;Iran;Germany;Iran;Farsi;Yes;Part-Time
23;Male;White;Greece;Germany;Greece;Greek;Yes;Part-Time
24;Female;Other;Mexico;Germany;Mexico;Spanish;Yes;Unemployed (and job seeking)
25;Female;Other;Turkey;Germany;Turkey;Turkish;Yes;Part-Time
24;Female;White;Germany;Germany;Germany;German;No;Full-Time
34;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
22;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
32;Female;White;Russian Federation;Germany;Germany;Russian;Yes;Full-Time
22;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
21;Male;White;South Africa;Germany;South Africa;English;No;Part-Time
31;Male;White;Germany;Germany;Portugal;German;No;Full-Time
45;Male;White;Turkey;Germany;Turkey;Turkish;No;Part-Time
26;Female;White;Russian Federation;Germany;Russian Federation;Russian;No;Full-Time
30;Male;White;Bulgaria;Germany;Bulgaria;Turkish;Yes;Part-Time
27;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
31;Male;White;Germany;Germany;Germany;German;No;Full-Time
20;Female;Other;Turkey;Germany;Turkey;Turkish;Yes;Other
37;Male;White;Russian Federation;Germany;Russian Federation;Russian;Yes;Full-Time
28;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
22;Female;Mixed;Germany;Germany;Germany;German;Yes;Part-Time
30;Male;Mixed;Chile;Germany;Spain;Spanish;No;Part-Time
22;Female;White;Germany;Germany;Germany;German;Yes;Other
24;Female;White;Germany;Germany;Germany;German;Yes;Other
26;Male;White;Germany;Germany;Germany;German;No;Full-Time
39;Male;Other;Iraq;Germany;Iraq;English;No;Part-Time
26;Male;White;Greece;Germany;Greece;Greek;No;Full-Time
25;Male;White;Portugal;Germany;Portugal;English;Yes;Full-Time
18;Male;White;Greece;Germany;Greece;Greek;Yes;Full-Time
26;Female;White;Germany;Germany;Germany;German;No;Full-Time
19;Female;White;Germany;Germany;Germany;German;Yes;Due to start a new job within the next month
42;Female;White;Germany;Germany;Germany;German;No;Full-Time
37;Male;White;Germany;Germany;Germany;German;No;Part-Time
23;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
45;Male;White;Turkey;Germany;Turkey;Turkish;No;Full-Time
24;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
35;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
39;Male;White;Germany;Germany;Germany;German;No;Full-Time
28;Female;White;Germany;Germany;Germany;German;Yes;Part-Time
38;Male;White;Germany;Germany;Germany;German;No;Full-Time
23;Female;White;Germany;Germany;Germany;German;Yes;Part-Time
37;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
26;Female;White;Germany;Germany;Germany;German;Yes;Other
40;Male;White;Bosnia and Herzegovina;Germany;Croatia;Croatian;No;Full-Time
22;Male;White;Germany;Germany;Germany;German;Yes;Due to start a new job within the next month
40;Male;White;Portugal;Germany;Portugal;Portuguese;Yes;Full-Time
26;Male;Other;Turkey;Germany;Turkey;Turkish;Yes;Part-Time
40;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
31;Female;White;Poland;Germany;Poland;Polish;No;Full-Time
23;Male;White;Germany;Germany;Germany;German;No;Full-Time
22;Male;White;Germany;Germany;Germany;German;Yes;Other
27;Female;Asian;Mongolia;Germany;Mongolia;English;Yes;Part-Time
31;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
21;Male;Asian;Afghanistan;Germany;Afghanistan;Farsi;Yes;Other
27;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
25;Female;White;Germany;Germany;Germany;German;No;Full-Time
21;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
24;Male;White;Turkey;Germany;Bulgaria;Turkish;Yes;Part-Time
40;Male;Black;Zimbabwe;Germany;Zimbabwe;English;No;Full-Time
31;Male;White;Turkey;Germany;Turkey;Turkish;Yes;Full-Time
32;Male;White;Germany;Germany;Germany;German;No;Other
26;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
32;Female;White;Romania;Germany;Germany;German;Yes;Full-Time
39;Female;White;Germany;Germany;Spain;Spanish;Yes;Full-Time
24;Female;White;Germany;Germany;Germany;German;Yes;Part-Time
27;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
25;Male;White;Germany;Germany;Germany;German;Yes;Other
22;Female;White;Germany;Germany;Germany;German;No;Full-Time
38;Male;Mixed;Peru;Germany;Peru;Spanish;Yes;Unemployed (and job seeking)
18;Male;White;Azerbaijan;Germany;Azerbaijan;Turkish;Yes;Full-Time
42;Male;White;Colombia;Germany;Colombia;Spanish;No;Full-Time
27;Male;White;Germany;Germany;Germany;German;Yes;Part-Time
33;Female;White;Ukraine;Germany;Ukraine;Russian;No;Full-Time
53;Male;White;Germany;Germany;Germany;German;No;Full-Time
27;Male;Mixed;Germany;Germany;Germany;German;No;Full-Time
20;Male;Mixed;Germany;Germany;Germany;German;Yes;Other
24;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
20;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
29;Female;White;Germany;Germany;Germany;German;Yes;Other
25;Male;Asian;Nepal;Germany;Nepal;English;Yes;Part-Time
26;Female;White;Austria;Germany;Austria;Turkish;No;Full-Time
62;Male;White;United States;Germany;United States;English;No;Full-Time
35;Male;White;Germany;Germany;Germany;German;No;Full-Time
19;Male;White;Germany;Germany;Germany;German;No;Full-Time
39;Female;White;United States;Germany;United States;English;No;Full-Time
33;Male;White;Germany;Germany;Germany;German;No;Full-Time
27;Female;Mixed;Turkey;Germany;Turkey;Turkish;No;Part-Time
29;Male;White;Germany;Germany;Germany;German;Yes;Part-Time
31;Female;White;Germany;Germany;Germany;German;No;Full-Time
35;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
27;Female;White;United States;Germany;United States;English;Yes;Part-Time
36;Male;Asian;United States;Germany;United States;English;No;Part-Time
41;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
20;Female;White;Germany;Germany;Germany;German;No;Unemployed (and job seeking)
40;Female;White;Germany;Germany;Germany;German;No;Full-Time
24;Female;White;Germany;Germany;Germany;German;Yes;Part-Time
25;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
32;Female;White;Germany;Germany;Germany;German;No;Full-Time
21;Female;White;Germany;Germany;Germany;German;Yes;Other
30;Male;White;Italy;Germany;Italy;Italian;No;Full-Time
59;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
22;Male;White;Germany;Germany;Germany;German;Yes;Other
28;Male;White;Germany;Germany;Germany;German;Yes;Part-Time
28;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
25;Male;Black;Cameroon;Germany;Cameroon;English;Yes;Full-Time
20;Female;White;Germany;Germany;Germany;German;No;Full-Time
35;Female;White;Germany;Germany;Germany;German;No;Full-Time
28;Male;Other;Pakistan;Germany;Pakistan;Urdu;Yes;Part-Time
25;Female;Black;Nigeria;Germany;United Kingdom;English;No;Full-Time
38;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
42;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
35;Male;White;Germany;Germany;Germany;German;No;Full-Time
24;Male;White;Germany;Germany;Germany;German;No;Full-Time
25;Female;White;Romania;Germany;Romania;Romanian;Yes;Unemployed (and job seeking)
31;Female;Other;Iran;Germany;Iran;Farsi;No;Part-Time
22;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
32;Male;White;Germany;Germany;Germany;German;No;Full-Time
24;Female;White;Germany;Germany;Germany;German;Yes;Part-Time
25;Female;White;Italy;Germany;Italy;Italian;Yes;Full-Time
31;Male;White;Germany;Germany;Germany;German;Yes;Part-Time
21;Male;White;Turkey;Germany;Turkey;Turkish;Yes;Other
22;Male;White;Azerbaijan;Germany;Azerbaijan;Turkish;Yes;Part-Time
36;Male;White;Turkey;Germany;Turkey;German;No;Full-Time
25;Female;White;Germany;Germany;Germany;German;Yes;Other
28;Female;White;Denmark;Germany;Germany;German;Yes;Full-Time
36;Male;White;Romania;Germany;Romania;Romanian;No;Full-Time
22;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
28;Male;Other;Turkey;Germany;Turkey;Turkish;No;Full-Time
27;Female;White;Germany;Germany;Germany;German;No;Full-Time
27;Male;White;Germany;Germany;Germany;German;No;Full-Time
26;Male;White;Germany;Germany;Germany;German;No;Full-Time
26;Female;Asian;Germany;Germany;Germany;German;Yes;Full-Time
27;Male;Asian;Nepal;Germany;Nepal;Nepali;Yes;Part-Time
22;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
54;Male;White;United Kingdom;Germany;United Kingdom;English;No;Full-Time
45;Male;White;Germany;Germany;Germany;German;No;Full-Time
26;Female;White;Mexico;Germany;Mexico;Spanish;Yes;Part-Time
25;Male;White;Romania;Germany;Romania;Romanian;Yes;Full-Time
